Ski Hi 5,v-fandango_aakiy,http://www.fandango.com/alamosaskihi5_aakiy/theaterpage,http://www.fandango.com/alamosaskihi5_aakiy/theaterpage,,719.589.4471,7089 W Highway 60,,Alamosa,CO,81101,US,37.5401920,-106.0498790
Elvis Cinemas,v-fandango_aasvm,http://www.fandango.com/arvadaelviscinemas_aasvm/theaterpage,http://www.fandango.com/arvadaelviscinemas_aasvm/theaterpage,,303.948.5555,5157 W. 64th Ave.,,Arvada,CO,80003,US,39.81281650,-105.05330230
Landmark Theatre's  Olde Town 14,v-fandango_aacjn,http://www.fandango.com/arvadalandmarktheatresoldetown14_aacjn/theaterpage,http://www.fandango.com/arvadalandmarktheatresoldetown14_aacjn/theaterpage,,303.420.6266,5550 Wadsworth Blvd. Located on W. 55th Ave. and Wadsworth,,Arvada,CO,80002,US,39.79075660,-105.08496870
Landmark Theatre's Olde Town Stadium 14,v-fandango_aawey,http://www.fandango.com/arvadalandmarktheatresoldetownstadium14_aawey/theaterpage,http://www.fandango.com/arvadalandmarktheatresoldetownstadium14_aawey/theaterpage,,303.352.1916,5550 Wadsworth Blvd. Located on W. 55th Ave. and Wadsworth,,Arvada,CO,80002,US,39.79075660,-105.08496870
Carmike Stage 3 Theatre,v-fandango_aalcc,http://www.fandango.com/aspencarmikestage3theatre_aalcc/theaterpage,http://www.fandango.com/aspencarmikestage3theatre_aalcc/theaterpage,,970.925.2048,625 E. Main St.,,Aspen,CO,81611,US,39.1897830,-106.8162940
Isis Theater,v-fandango_aaoor,http://www.fandango.com/aspenisistheater_aaoor/theaterpage,http://www.fandango.com/aspenisistheater_aaoor/theaterpage,,970.925.7584,406 E. Hopkins Ave.,,Aspen,CO,81611,US,39.189840,-106.8191560
AMC Arapahoe Crossing 16,v-fandango_aaewn,http://www.fandango.com/auroraamcarapahoecrossing16_aaewn/theaterpage,http://www.fandango.com/auroraamcarapahoecrossing16_aaewn/theaterpage,,303.766.7200,6696 S. Parker Road Located on Parker and Arapahoe Roads,,Aurora,CO,80016,US,39.58150710,-104.71709540
AMC Seven Hills 10,v-fandango_aaalr,http://www.fandango.com/auroraamcsevenhills10_aaalr/theaterpage,http://www.fandango.com/auroraamcsevenhills10_aaalr/theaterpage,,303.439.2262,18605 E. Hampden Ave.,,Aurora,CO,80013,US,39.6531790,-104.7702520
AMC Southlands 16,v-fandango_aatxu,http://www.fandango.com/auroraamcsouthlands16_aatxu/theaterpage,http://www.fandango.com/auroraamcsouthlands16_aatxu/theaterpage,,303.627.5430,23955 E Plaza Ave.,,Aurora,CO,80016,US,39.6065470,-104.7088230
Aurora Plaza 8 Cinemas,v-fandango_aapmj,http://www.fandango.com/auroraauroraplaza8cinemas_aapmj/theaterpage,http://www.fandango.com/auroraauroraplaza8cinemas_aapmj/theaterpage,,303.364.0726,777 Peoria St.,,Aurora,CO,80011,US,39.7270910,-104.8487120
Buckingham Mall Cinema,v-fandango_aaeeq,http://www.fandango.com/aurorabuckinghammallcinema_aaeeq/theaterpage,http://www.fandango.com/aurorabuckinghammallcinema_aaeeq/theaterpage,,303.306.0948,1390 South Havana,,Aurora,CO,80012,US,39.69202840,-104.86593960
Century Aurora 16,v-fandango_aajni,http://www.fandango.com/auroracenturyaurora16_aajni/theaterpage,http://www.fandango.com/auroracenturyaurora16_aajni/theaterpage,,303.363.0300,14300 E. Alameda Ave.,,Aurora,CO,80012,US,39.71103900000001,-104.8215450
Cinema Grill,v-fandango_aabyq,http://www.fandango.com/auroracinemagrill_aabyq/theaterpage,http://www.fandango.com/auroracinemagrill_aabyq/theaterpage,,303.344.3456,13682 E. Alameda Ave.,,Aurora,CO,80013,US,39.71107180,-104.82875780
The Movie Tavern at Seven Hills,v-fandango_aaufx,http://www.fandango.com/aurorathemovietavernatsevenhills_aaufx/theaterpage,http://www.fandango.com/aurorathemovietavernatsevenhills_aaufx/theaterpage,,303.680.9913,18305 E. Hampden Ave.,,Aurora,CO,80013,US,39.65311750,-104.77497120
Boedecker Theater,v-fandango_aawie,http://www.fandango.com/boulderboedeckertheater_aawie/theaterpage,http://www.fandango.com/boulderboedeckertheater_aawie/theaterpage,,303.440.7826,The Dairy Center for the Arts,,Boulder,CO,80302,US,,
Boulder Public Library,v-fandango_aaqsn,http://www.fandango.com/boulderboulderpubliclibrary_aaqsn/theaterpage,http://www.fandango.com/boulderboulderpubliclibrary_aaqsn/theaterpage,,303.441.3197,1000 Canyon Blvd.,,Boulder,CO,80302,US,40.01494810,-105.28101790
Boulder Theatre,v-fandango_aaqso,http://www.fandango.com/boulderbouldertheatre_aaqso/theaterpage,http://www.fandango.com/boulderbouldertheatre_aaqso/theaterpage,,303.786.7030,2034 14th St.,,Boulder,CO,80302,US,40.01862020,-105.27740480
Century Boulder,v-fandango_aauni,http://www.fandango.com/bouldercenturyboulder_aauni/theaterpage,http://www.fandango.com/bouldercenturyboulder_aauni/theaterpage,,303.444.0583,1700 29th Street,,Boulder,CO,80302,US,,
International Film Series,v-fandango_aatej,http://www.fandango.com/boulderinternationalfilmseries_aatej/theaterpage,http://www.fandango.com/boulderinternationalfilmseries_aatej/theaterpage,,303.492.1531,Muenzinger Auditorium on CU Campus,,Boulder,CO,80309,US,40.01032470,-105.28897260
Landmark's Crossroads Cinema,v-fandango_aardp,http://www.fandango.com/boulderlandmarkscrossroadscinema_aardp/theaterpage,http://www.fandango.com/boulderlandmarkscrossroadscinema_aardp/theaterpage,,303.443.3511,2985 Pearl St,,Boulder,CO,80301,US,40.02242240,-105.25828530
UA Village 4,v-fandango_aacts,http://www.fandango.com/boulderuavillage4_aacts/theaterpage,http://www.fandango.com/boulderuavillage4_aacts/theaterpage,,303.443.8233,2525 Arapahoe E-65,,Boulder,CO,80302,US,40.0150620,-105.2604740
AMC Showplace Brighton 12,v-fandango_aatiq,http://www.fandango.com/brightonamcshowplacebrighton12_aatiq/theaterpage,http://www.fandango.com/brightonamcshowplacebrighton12_aatiq/theaterpage,,888.AMC.4FUN,250 Pavilions Place,,Brighton,CO,80601,US,39.9826240,-104.8233470
AMC Flatiron Crossing 14,v-fandango_aaqbw,http://www.fandango.com/broomfieldamcflatironcrossing14_aaqbw/theaterpage,http://www.fandango.com/broomfieldamcflatironcrossing14_aaqbw/theaterpage,,303.790.4262,61 W. Flatiron Circle,,Broomfield,CO,80021,US,39.92962810,-105.13708040
Sands Theatre,v-fandango_aalbw,http://www.fandango.com/brushsandstheatre_aalbw/theaterpage,http://www.fandango.com/brushsandstheatre_aalbw/theaterpage,,970.842.2466,211 Clayton St.,,Brush,CO,80723,US,40.25579150,-103.62299210
Creekside Cinema,v-fandango_aavex,http://www.fandango.com/canoncitycreeksidecinema_aavex/theaterpage,http://www.fandango.com/canoncitycreeksidecinema_aavex/theaterpage,,719.275.3240,127 Justice Center Road,,Canon City,CO,81212,US,38.4461220,-105.1848640
Royal Gorge 2,v-fandango_aakcg,http://www.fandango.com/canoncityroyalgorge2_aakcg/theaterpage,http://www.fandango.com/canoncityroyalgorge2_aakcg/theaterpage,,719.275.7225,302 16th Street,,Canon City,CO,81212,US,38.448180,-105.2250520
Royal Gorge Cinema 2,v-fandango_aatei,http://www.fandango.com/canoncityroyalgorgecinema2_aatei/theaterpage,http://www.fandango.com/canoncityroyalgorgecinema2_aatei/theaterpage,,719.275.7225,302 North 16th,,Canon City,CO,81212,US,38.448180,-105.2250520
Skyline Theatre,v-fandango_aamsc,http://www.fandango.com/canoncityskylinetheatre_aamsc/theaterpage,http://www.fandango.com/canoncityskylinetheatre_aamsc/theaterpage,,719.269.3190,606 Main Street,,Canon City,CO,81212,US,38.44122220,-105.239220
Crystal Theatre,v-fandango_aamwa,http://www.fandango.com/carbondalecrystaltheatre_aamwa/theaterpage,http://www.fandango.com/carbondalecrystaltheatre_aamwa/theaterpage,,970.963.0633,427 Main Street,,Carbondale,CO,81623,US,39.4006070,-107.21175530
Movieland 7,v-fandango_aakcv,http://www.fandango.com/carbondalemovieland7_aakcv/theaterpage,http://www.fandango.com/carbondalemovieland7_aakcv/theaterpage,,970.920.1300,"218 East Valley Rd, Ste 300",,Carbondale,CO,81623,US,39.39108210,-107.08647290
AMC Castle Rock 12,v-fandango_aatti,http://www.fandango.com/castlerockamccastlerock12_aatti/theaterpage,http://www.fandango.com/castlerockamccastlerock12_aatti/theaterpage,,303.814.0783,Meadows Pkwy & Prairie Hawk Dr. 3960 Limelight Ave.,,Castle Rock,CO,80109,US,39.40854550,-104.8754960
Hollywood Theaters - SouthGlenn Stadium 14,v-fandango_aavry,http://www.fandango.com/centennialhollywoodtheaterssouthglennstadium14_aavry/theaterpage,http://www.fandango.com/centennialhollywoodtheaterssouthglennstadium14_aavry/theaterpage,,720.931.6002,6901 S. Vine St. The Streets At SouthGlenn,,Centennial,CO,80122,US,39.5912910,-104.9649230
Carmike 10,v-fandango_aajvz,http://www.fandango.com/coloradospringscarmike10_aajvz/theaterpage,http://www.fandango.com/coloradospringscarmike10_aajvz/theaterpage,,719.573.0256,1550 Pulsar Drive,,Colorado Springs,CO,80916,US,38.8099660,-104.7564510
Carmike Chapel Hills 15,v-fandango_aajvw,http://www.fandango.com/coloradospringscarmikechapelhills15_aajvw/theaterpage,http://www.fandango.com/coloradospringscarmikechapelhills15_aajvw/theaterpage,,719.531.5142,1710 Briargate Blvd. #15 In the Chapel Hills Mall,,Colorado Springs,CO,80920,US,38.94529650,-104.79597460
Cinemark Carefree Circle and IMAX,v-fandango_aapdk,http://www.fandango.com/coloradospringscinemarkcarefreecircleandimax_aapdk/theaterpage,http://www.fandango.com/coloradospringscinemarkcarefreecircleandimax_aapdk/theaterpage,,719.596.2173,3305 Cinema Point,,Colorado Springs,CO,80922,US,38.8809280,-104.716530
Cinemark Tinseltown USA and XD,v-fandango_aaiqk,http://www.fandango.com/coloradospringscinemarktinseltownusa_aaiqk/theaterpage,http://www.fandango.com/coloradospringscinemarktinseltownusa_aaiqk/theaterpage,,719.576.5082,1545 E. Cheyenne Mountain Blvd.,,Colorado Springs,CO,80906,US,38.7906420,-104.7989220
Hollywood Theaters - Interquest Stadium 14,v-fandango_aauvw,http://www.fandango.com/coloradospringshollywoodtheatersinterqueststadium14_aauvw/theaterpage,http://www.fandango.com/coloradospringshollywoodtheatersinterqueststadium14_aauvw/theaterpage,,and.I.25,,,,,,US,,
Kimballs Twin Peak Theatres,v-fandango_aamsd,http://www.fandango.com/coloradospringskimballstwinpeaktheatres_aamsd/theaterpage,http://www.fandango.com/coloradospringskimballstwinpeaktheatres_aamsd/theaterpage,,719.447.1945,115 E. Pikes Peak Ave.,,Colorado Springs,CO,80903,US,38.83367450,-104.82272080
Picture Show at Citadel Crossing,v-fandango_aavby,http://www.fandango.com/coloradospringspictureshowatcitadelcrossing_aavby/theaterpage,http://www.fandango.com/coloradospringspictureshowatcitadelcrossing_aavby/theaterpage,,719.380.7469,901 North Academy Blvd.,,Colorado Springs,CO,80909,US,38.8458830,-104.7556040
88 Drive-In Theatre,v-fandango_aaaud,http://www.fandango.com/commercecity88driveintheatre_aaaud/theaterpage,http://www.fandango.com/commercecity88driveintheatre_aaaud/theaterpage,,303.287.7717,East 88th Ave. And Rosemary St,,Commerce City,CO,80022,US,39.8562470,-104.89958530
Allen Fiesta Theatre,v-fandango_aakpu,http://www.fandango.com/cortezallenfiestatheatre_aakpu/theaterpage,http://www.fandango.com/cortezallenfiestatheatre_aakpu/theaterpage,,970.565.7380,21 W. Main Street,,Cortez,CO,81321,US,37.3486250,-108.58581990
West 2 Theatres,v-fandango_aamwb,http://www.fandango.com/craigwest2theatres_aamwb/theaterpage,http://www.fandango.com/craigwest2theatres_aamwb/theaterpage,,970.824.2000,29 E. Victory Way,,Craig,CO,81625,US,40.51432290,-107.54697420
Majestic 3 Theatres,v-fandango_aamwc,http://www.fandango.com/crestedbuttemajestic3theatres_aamwc/theaterpage,http://www.fandango.com/crestedbuttemajestic3theatres_aamwc/theaterpage,,970.349.8955,507 Red Lady Avenue,,Crested Butte,CO,81224,US,38.86618210,-106.98249220
Egyptian Theatre,v-fandango_aakcl,http://www.fandango.com/deltaegyptiantheatre_aakcl/theaterpage,http://www.fandango.com/deltaegyptiantheatre_aakcl/theaterpage,,970.874.9770,452 Main Street,,Delta,CO,81416,US,38.74119430,-108.07070850
Tru Vu Drive-In,v-fandango_aamwe,http://www.fandango.com/deltatruvudrivein_aamwe/theaterpage,http://www.fandango.com/deltatruvudrivein_aamwe/theaterpage,,970.874.9556,1001 Highway 92,,Delta,CO,81416,US,38.75171110,-108.05621610
AMC Cherry Creek 8,v-fandango_aaadr,http://www.fandango.com/denveramccherrycreek8_aaadr/theaterpage,http://www.fandango.com/denveramccherrycreek8_aaadr/theaterpage,,303.393.0530,3000 East First Avenue Located in the Cherry Creek Mall,,Denver,CO,80206,US,39.72710210,-104.95640840
Chez Artiste,v-fandango_aabvd,http://www.fandango.com/denverchezartiste_aabvd/theaterpage,http://www.fandango.com/denverchezartiste_aabvd/theaterpage,,303.757.7164,4150 E. Amherst Ave.,,Denver,CO,80222,US,39.66537810,-104.93921990
Denver FilmCenter/Colfax,v-fandango_aawfm,http://www.fandango.com/denverdenverfilmcentercolfax_aawfm/theaterpage,http://www.fandango.com/denverdenverfilmcentercolfax_aawfm/theaterpage,,720.596.4740,2510 East Colfax,,Denver,CO,80205,US,39.7396320,-105.0188680
Denver Museum of Nature & Science IMAX,v-fandango_aaqgr,http://www.fandango.com/denverdenvermuseumofnature26scienceimax_aaqgr/theaterpage,http://www.fandango.com/denverdenvermuseumofnature26scienceimax_aaqgr/theaterpage,,303.322.7009,2001 Colorado Boulevard,,Denver,CO,80205,US,39.74769840,-104.9422420
Elvis Cinemas Tiffany Plaza 6,v-fandango_aavjk,http://www.fandango.com/denverelviscinemastiffanyplaza6_aavjk/theaterpage,http://www.fandango.com/denverelviscinemastiffanyplaza6_aavjk/theaterpage,,303.948.5555,7400 E. Hampden Ave,,Denver,CO,80231,US,39.65308750,-104.89864430
Esquire Theatre,v-fandango_aabvb,http://www.fandango.com/denveresquiretheatre_aabvb/theaterpage,http://www.fandango.com/denveresquiretheatre_aabvb/theaterpage,,303.733.9939,590 Downing St.,,Denver,CO,80218,US,39.7254010,-104.9727850
Harkins Northfield 18,v-fandango_aatyg,http://www.fandango.com/denverharkinsnorthfield18_aatyg/theaterpage,http://www.fandango.com/denverharkinsnorthfield18_aatyg/theaterpage,,303.595.4275,8300 E. Northfield Blvd.,,Denver,CO,80238,US,39.78518970,-104.89189840
Mayan Theatre,v-fandango_aabvc,http://www.fandango.com/denvermayantheatre_aabvc/theaterpage,http://www.fandango.com/denvermayantheatre_aabvc/theaterpage,,303.744.6799,110 Broadway,,Denver,CO,80203,US,39.71847530,-104.98745580
Neighborhood Flix,v-fandango_aauql,http://www.fandango.com/denverneighborhoodflix_aauql/theaterpage,http://www.fandango.com/denverneighborhoodflix_aauql/theaterpage,,303.325.7826,2510 E Colfax Ave,,Denver,CO,80206,US,39.74005830,-104.95690010
Oriental Theatre,v-fandango_aarlt,http://www.fandango.com/denverorientaltheatre_aarlt/theaterpage,http://www.fandango.com/denverorientaltheatre_aarlt/theaterpage,,720.420.0030,4335 W. 44th Avenue,,Denver,CO,80212,US,39.776650,-105.0435880
Regal Continental Stadium 10 & RPX,v-fandango_aaaev,http://www.fandango.com/denverregalcontinentalstadium1026rpx_aaaev/theaterpage,http://www.fandango.com/denverregalcontinentalstadium1026rpx_aaaev/theaterpage,,303.758.6732,3635 S. Monaco Pkwy.,,Denver,CO,80237,US,39.6507460,-104.9151650
Regency Tamarac Square,v-fandango_aaadt,http://www.fandango.com/denverregencytamaracsquare_aaadt/theaterpage,http://www.fandango.com/denverregencytamaracsquare_aaadt/theaterpage,,303.368.9200,7777 E. Hampden Ave.,,Denver,CO,80231,US,39.65312260,-104.89864420
Rock Island,v-fandango_aaqnf,http://www.fandango.com/denverrockisland_aaqnf/theaterpage,http://www.fandango.com/denverrockisland_aaqnf/theaterpage,,303.572.7625,1614 15th Street,,Denver,CO,80202,US,39.75050250,-105.00171030
Starz FilmCenter at the Tivoli,v-fandango_aaalw,http://www.fandango.com/denverstarzfilmcenteratthetivoli_aaalw/theaterpage,http://www.fandango.com/denverstarzfilmcenteratthetivoli_aaalw/theaterpage,,303.893.3456,900 Auraria Parkway,,Denver,CO,80204,US,39.7452840,-105.0058540
The Bug Theatre,v-fandango_aavuy,http://www.fandango.com/denverthebugtheatre_aavuy/theaterpage,http://www.fandango.com/denverthebugtheatre_aavuy/theaterpage,,720.276.9922,3654 Navajo St.,,Denver,CO,80211,US,39.76785490,-105.00402480
Tiffany Park Movies 6,v-fandango_aapnh,http://www.fandango.com/denvertiffanyparkmovies6_aapnh/theaterpage,http://www.fandango.com/denvertiffanyparkmovies6_aapnh/theaterpage,,303.221.1645,7400 E Hampden Ave,,Denver,CO,80231,US,39.65308750,-104.89864430
UA Colorado Center Stadium 9 & IMAX,v-fandango_aafxw,http://www.fandango.com/denveruacoloradocenterstadium926imax_aafxw/theaterpage,http://www.fandango.com/denveruacoloradocenterstadium926imax_aafxw/theaterpage,,303.757.8665,2000 S. Colorado Blvd.,,Denver,CO,80222,US,39.68078560,-104.93730780
UA Denver Pavilions Stadium 15,v-fandango_aajjg,http://www.fandango.com/denveruadenverpavilions15_aajjg/theaterpage,http://www.fandango.com/denveruadenverpavilions15_aajjg/theaterpage,,303.454.9086,500 16th St.,,Denver,CO,80202,US,39.7438180,-104.991330
Trans-Lux Skyline Cinema,v-fandango_aanpw,http://www.fandango.com/dillontransluxskylinecinema_aanpw/theaterpage,http://www.fandango.com/dillontransluxskylinecinema_aanpw/theaterpage,,970.468.6355,312 U.S. Highway 6,,Dillon,CO,80435,US,39.67541020,-105.87212190
Rocket Drive-In,v-fandango_aamwi,http://www.fandango.com/durangorocketdrivein_aamwi/theaterpage,http://www.fandango.com/durangorocketdrivein_aamwi/theaterpage,,970.247.0833,26126 Highway 160,,Durango,CO,81301,US,37.2260330,-107.8620850
Storyteller Durango Stadium 9,v-fandango_aamwg,http://www.fandango.com/durangostorytellerdurangostadium9_aamwg/theaterpage,http://www.fandango.com/durangostorytellerdurangostadium9_aamwg/theaterpage,,970.247.9760,900 Durango Rd.,,Durango,CO,81301,US,37.33246110,-107.80375240
Trans-Lux Gaslight Cinemas,v-fandango_aamwh,http://www.fandango.com/durangotransluxgaslightcinemas_aamwh/theaterpage,http://www.fandango.com/durangotransluxgaslightcinemas_aamwh/theaterpage,,970.247.9766,102 E. Fifth St.,,Durango,CO,81301,US,37.26889650,-107.88207560
Capitol Theatre-Eagle,v-fandango_aatep,http://www.fandango.com/eaglecapitoltheatreeagle_aatep/theaterpage,http://www.fandango.com/eaglecapitoltheatreeagle_aatep/theaterpage,,970.328.5709,1140 Capitol Street,,Eagle,CO,81631,US,39.65006310,-106.82659320
Riverwalk Theatre,v-fandango_aajyx,http://www.fandango.com/edwardsriverwalktheatre_aajyx/theaterpage,http://www.fandango.com/edwardsriverwalktheatre_aajyx/theaterpage,,970.476.5661,34253 US Highway 6,,Edwards,CO,81632,US,39.64358450,-106.59317640
